Date,currency,dayHigh,dayLow,exchange,fiftyDayAverage,lastPrice,lastVolume,marketCap,open,previousClose,quoteType,regularMarketPreviousClose,shares,tenDayAverageVolume,threeMonthAverageVolume,timezone,twoHundredDayAverage,yearChange,yearHigh,yearLow
1970-01-01,USD,396.8399963378906,390.69000244140625,NMS,412.3229992675781,391.45001220703125,17365383,2907860855559.9346,395.7799987792969,399.36,EQUITY,399.760009765625,7428434704,35202630,35083560,America/New_York,453.1959996032715,-0.1637519818007886,555.4500122070312,356.2799987792969
